iata,name,lat,lon,country,continent,region
SCH,Schenectady County Airport,42.8525,-73.9289,US,NA,OTHER
SCI,Paramillo Airport,7.8014,-72.2028,VE,SA,OTHER
SCK,Stockton Metropolitan Airport,37.8933,-121.2381,US,NA,OTHER
SCL,Comodoro Arturo Merino Benítez International Airport,-33.393,-70.7858,CL,SA,OTHER
SCN,Saarbrücken Airport,49.2145,7.1097,DE,EU,EU
SCO,Aktau International Airport,43.8601,51.0909,KZ,AS,OTHER
SCQ,Santiago-Rosalía de Castro Airport,42.8963,-8.4151,ES,EU,EU
SCR,Scandinavian Mountains Airport,61.1651,12.8335,SE,EU,EU
SCT,Socotra Airport,12.6321,53.9062,YE,AS,OTHER
SCU,Antonio Maceo International Airport,19.9747,-75.8355,CU,NA,OTHER
SCV,Suceava Ștefan cel Mare International Airport,47.6875,26.3541,RO,EU,EU
SCW,Syktyvkar Airport,61.647,50.8451,RU,EU,OTHER
SDB,Langebaanweg Airport,-32.9689,18.1603,ZA,AF,OTHER
SDD,Lubango Mukanka International Airport,-14.9248,13.5767,AO,AF,OTHER
SDE,Vicecomodoro Angel D. La Paz Aragonés Airport,-27.7656,-64.31,AR,SA,OTHER
SDF,Louisville Muhammad Ali International Airport,38.1706,-85.7351,US,NA,OTHER
SDG,Sanandaj Airport,35.2459,47.0092,IR,AS,OTHER
SDJ,Sendai Airport,38.1397,140.917,JP,AS,OTHER
SDK,Sandakan Airport,5.9009,118.059,MY,AS,OTHER
SDL,Sundsvall-Härnösand Airport,62.5281,17.4439,SE,EU,EU
SDM,Brown Field Municipal Airport,32.5726,-116.98,US,NA,OTHER
SDP,Sand Point Airport,55.3139,-160.5221,US,NA,OTHER
SDQ,Las Américas International Airport,18.4297,-69.6689,DO,NA,OTHER
SDR,Seve Ballesteros-Santander Airport,43.4271,-3.82,ES,EU,EU
SDS,Sado Airport,38.0602,138.414,JP,AS,OTHER
SDT,Saidu Sharif Airport,34.8136,72.3528,PK,AS,OTHER
SDU,Santos Dumont Airport,-22.9104,-43.1628,BR,SA,OTHER
SDW,Sindhudurg Airport,16.0026,73.5298,IN,AS,OTHER
SDY,Sidney - Richland Regional Airport,47.7051,-104.1944,US,NA,OTHER
SEA,Seattle–Tacoma International Airport,47.4479,-122.3103,US,NA,OTHER
SEB,Sabha Airport,26.9925,14.4662,LY,AF,OTHER
SEK,Srednekolymsk Airport,67.4805,153.7364,RU,AS,OTHER
SEN,London Southend Airport,51.5706,0.6936,GB,EU,EU
SES,Svetlogorsk Airport,66.84,88.4033,RU,AS,OTHER
SEZ,Seychelles International Airport,-4.6743,55.5218,SC,AF,OTHER
SFA,Sfax Thyna International Airport,34.718,10.691,TN,AF,OTHER
SFB,Orlando Sanford International Airport,28.7743,-81.2346,US,NA,OTHER
SFD,San Fernando de Apure Las Flecheras National Airport,7.8833,-67.444,VE,SA,OTHER
SFE,San Fernando Airport,16.5956,120.303,PH,AS,OTHER
SFF,Felts Field,47.6829,-117.3219,US,NA,OTHER
SFG,Grand Case-l'Espérance Airport,18.1001,-63.0474,MF,NA,EU
SFJ,Kangerlussuaq International Airport,67.0104,-50.7153,GL,NA,OTHER
SFN,Sauce Viejo Airport,-31.7117,-60.8117,AR,SA,OTHER
SFO,San Francisco International Airport,37.6198,-122.3748,US,NA,OTHER
SFS,Subic Bay International Airport / Naval Air Station Cubi Point,14.7948,120.2719,PH,AS,OTHER
SFT,Skellefteå Airport,64.6248,21.0769,SE,EU,EU
SGC,Surgut International Airport,61.3405,73.4058,RU,AS,OTHER
SGD,Sønderborg Airport,54.9644,9.7917,DK,EU,EU
SGE,Siegerland Airport,50.7077,8.083,DE,EU,EU
SGF,Springfield Branson National Airport,37.245,-93.3886,US,NA,OTHER
SGH,Springfield-Beckley Municipal Airport,39.8403,-83.8402,US,NA,OTHER
SGI,Mushaf Air Base,32.0486,72.665,PK,AS,OTHER
SGL,Danilo Atienza Air Base,14.4954,120.904,PH,AS,OTHER
SGN,Tan Son Nhat International Airport,10.8188,106.652,VN,AS,OTHER
SGR,Sugar Land Regional Airport,29.6223,-95.6565,US,NA,OTHER
SGU,St George Regional Airport,37.0364,-113.5103,US,NA,OTHER
SGZ,Songkhla Airport,7.1866,100.608,TH,AS,OTHER
SHA,Shanghai Hongqiao International Airport,31.1981,121.3343,CN,AS,OTHER
SHB,Nakashibetsu Airport,43.5775,144.96,JP,AS,OTHER
SHD,Shenandoah Valley Regional Airport,38.2638,-78.8964,US,NA,OTHER
SHE,Shenyang Taoxian International Airport,41.6398,123.4837,CN,AS,OTHER
SHI,Shimojishima Airport,24.8267,125.145,JP,AS,OTHER
SHJ,Sharjah International Airport,25.3286,55.5172,AE,AS,OTHER
SHL,Shillong Airport,25.7036,91.9787,IN,AS,OTHER
SHM,Nanki Shirahama Airport,33.6622,135.364,JP,AS,OTHER
SHO,King Mswati III International Airport,-26.3586,31.7169,SZ,AF,OTHER
SHR,Sheridan County Airport,44.7692,-106.98,US,NA,OTHER
SHS,Jingzhou Shashi Airport,30.2928,112.4485,CN,AS,OTHER
SHT,Shepparton Airport,-36.4283,145.3915,AU,OC,OTHER
SHV,Shreveport Regional Airport,32.4466,-93.8256,US,NA,OTHER
SHW,Sharurah Domestic Airport,17.4669,47.1214,SA,AS,OTHER
SIA,Xi'an Xiguan Airport,34.3767,109.12,CN,AS,OTHER
SID,Amílcar Cabral International Airport,16.7414,-22.9494,CV,AF,OTHER
SIG,Fernando Luis Ribas Dominicci Airport,18.4568,-66.0981,PR,NA,OTHER
SIJ,Siglufjörður Airport,66.1378,-18.9082,IS,EU,EU
SIN,Singapore Changi Airport,1.3502,103.994,SG,AS,OTHER
SIO,Smithton Airport,-40.835,145.084,AU,OC,OTHER
SIP,Simferopol International Airport,45.0522,33.9751,UA,EU,OTHER
SIR,Sion Airport,46.2192,7.3269,CH,EU,OTHER
SIS,Sishen Airport,-27.6486,22.9993,ZA,AF,OTHER
SIT,Sitka Rocky Gutierrez Airport,57.0471,-135.362,US,NA,OTHER
SJC,Norman Y. Mineta San Jose International Airport,37.3625,-121.9292,US,NA,OTHER
SJD,Los Cabos International Airport,23.1519,-109.7207,MX,NA,OTHER
SJE,Jorge E. Gonzalez Torres Airport,2.5797,-72.6394,CO,SA,OTHER
SJI,San Jose Airport,12.3615,121.047,PH,AS,OTHER
SJJ,Sarajevo International Airport,43.8246,18.3315,BA,EU,OTHER
SJK,Professor Urbano Ernesto Stumpf Airport,-23.2292,-45.8615,BR,SA,OTHER
SJL,São Gabriel da Cachoeira Airport,-0.1484,-66.9855,BR,SA,OTHER
SJO,Juan Santamaría International Airport,9.9939,-84.2088,CR,NA,OTHER
SJP,Prof. Eribelto Manoel Reino State Airport,-20.8171,-49.407,BR,SA,OTHER
SJT,San Angelo Regional Mathis Field,31.3577,-100.496,US,NA,OTHER
SJU,Luis Munoz Marin International Airport,18.4394,-66.0018,PR,NA,OTHER
SJW,Shijiazhuang Zhengding International Airport,38.2807,114.697,CN,AS,OTHER
SJX,Sartaneja Airport,18.3561,-88.1308,BZ,NA,OTHER
SJY,Seinäjoki Airport,62.6921,22.8323,FI,EU,EU
SJZ,São Jorge Airport,38.6655,-28.1758,PT,EU,EU
SKA,Fairchild Air Force Base,47.6151,-117.656,US,NA,OTHER
SKB,Robert L. Bradshaw International Airport,17.3108,-62.7191,KN,NA,OTHER
SKD,Samarkand International Airport,39.7018,66.9815,UZ,AS,OTHER
SKF,Lackland Air Force Base,29.3842,-98.5811,US,NA,OTHER
SKG,Thessaloniki Macedonia International Airport,40.5193,22.97,GR,EU,EU
SKN,"Stokmarknes Airport, Skagen",68.5788,15.0334,NO,EU,EU
SKO,Sadiq Abubakar III International Airport,12.9157,5.2075,NG,AF,OTHER
SKP,Skopje International Airport,41.9581,21.6226,MK,EU,OTHER
SKS,Skrydstrup Air Base,55.221,9.267,DK,EU,EU
SKT,Sialkot International Airport,32.5359,74.3646,PK,AS,OTHER
SKV,Saint Catherine International Airport,28.6843,34.0644,EG,AS,OTHER
SKX,Saransk International Airport,54.1251,45.2123,RU,EU,OTHER
SKZ,Begum Nusrat Bhutto International Airport Sukkur,27.722,68.7917,PK,AS,OTHER
SLA,Martín Miguel de Güemes International Airport,-24.856,-65.4862,AR,SA,OTHER
SLC,Salt Lake City International Airport,40.7889,-111.9799,US,NA,OTHER
SLD,Sliač Airport,48.6378,19.1341,SK,EU,EU
SLE,Salem-Willamette Valley Airport/McNary Field,44.9095,-123.003,US,NA,OTHER
SLK,Adirondack Regional Airport,44.3869,-74.2046,US,NA,OTHER
SLL,Salalah International Airport,17.0387,54.0913,OM,AS,OTHER
SLM,Salamanca Airport,40.9521,-5.502,ES,EU,EU
SLN,Salina Municipal Airport,38.791,-97.6522,US,NA,OTHER
SLP,Ponciano Arriaga International Airport,22.262,-100.9357,MX,NA,OTHER
SLU,George F. L. Charles Airport,14.0202,-60.9929,LC,NA,OTHER
SLW,Plan de Guadalupe International Airport,25.5379,-100.9283,MX,NA,OTHER
SLY,Salekhard Airport,66.5908,66.611,RU,AS,OTHER
SLZ,Marechal Cunha Machado International Airport,-2.5864,-44.235,BR,SA,OTHER
SMA,Santa Maria Airport,36.9714,-25.1706,PT,EU,EU
SME,Lake Cumberland Regional Airport,37.0534,-84.6159,US,NA,OTHER
SMF,Sacramento International Airport,38.6954,-121.591,US,NA,OTHER
SMI,Samos Airport,37.69,26.9117,GR,EU,EU
SML,Stella Maris Airport,23.5823,-75.2686,BS,NA,OTHER
SMN,Lemhi County Airport,45.1222,-113.882,US,NA,OTHER
SMO,Santa Monica Municipal Airport,34.0158,-118.451,US,NA,OTHER
SMR,Simón Bolívar International Airport,11.1196,-74.2306,CO,SA,OTHER
SMS,Sainte Marie Airport,-17.0939,49.8158,MG,AF,OTHER
SMV,Engadin Airport,46.5341,9.8841,CH,EU,OTHER
SMW,Smara Airport,26.732,-11.6837,EH,AF,OTHER
SMX,Santa Maria Public Airport Captain G Allan Hancock Field,34.8989,-120.457,US,NA,OTHER
SNA,John Wayne Orange County International Airport,33.6751,-117.8693,US,NA,OTHER
SNB,Snake Bay Airport,-11.4177,130.6485,AU,OC,OTHER
SNC,General Ulpiano Paez International Airport,-2.2101,-80.9851,EC,SA,OTHER
SNE,Preguiça Airport,16.5889,-24.2841,CV,AF,OTHER
SNF,Sub Teniente Nestor Arias Airport,10.2787,-68.7552,VE,SA,OTHER
SNI,Greenville/Sinoe Airport,5.0321,-9.0642,LR,AF,OTHER
SNJ,San Julián Air Base,22.1005,-84.1574,CU,NA,OTHER
SNN,Shannon Airport,52.702,-8.9248,IE,EU,EU
SNO,Sakon Nakhon Airport,17.1951,104.119,TH,AS,OTHER
SNP,St Paul Island Airport,57.1663,-170.2226,US,NA,OTHER
SNR,Saint-Nazaire-Montoir Airport,47.3114,-2.1526,FR,EU,EU
SNS,Salinas Municipal Airport,36.6628,-121.606,US,NA,OTHER
SNU,Abel Santamaria International Airport,22.4922,-79.9431,CU,NA,OTHER
SNV,Santa Elena de Uairén Airport,4.5547,-61.1452,VE,SA,OTHER
SNW,Thandwe Airport,18.4607,94.3001,MM,AS,OTHER
SNY,Sidney Municipal Airport Lloyd W Carr Field,41.1013,-102.985,US,NA,OTHER
SNZ,Santa Cruz Air Force Base,-22.9324,-43.7191,BR,SA,OTHER
SOB,Hévíz–Balaton Airport,46.6864,17.1591,HU,EU,EU
SOC,Adisoemarmo International Airport,-7.516,110.7575,ID,AS,OTHER
SOF,Sofia Airport,42.6964,23.4177,BG,EU,EU
SOJ,Sørkjosen Airport,69.7868,20.9594,NO,EU,EU
SOM,San Tomé Airport,8.9451,-64.1511,VE,SA,OTHER
SON,Santo Pekoa International Airport,-15.505,167.22,VU,OC,OTHER
SOO,Söderhamn Airport,61.2615,17.0991,SE,EU,EU
SOQ,Domine Eduard Osok Airport,-0.894,131.287,ID,AS,OTHER
SOT,Sodankyla Airport,67.395,26.6191,FI,EU,EU
SOU,Southampton Airport,50.9503,-1.3568,GB,EU,EU
SOW,Show Low Regional Airport,34.2641,-110.0071,US,NA,OTHER
SOZ,Solenzara (BA 126) Air Base,41.9244,9.406,FR,EU,EU
SPC,La Palma Airport,28.6265,-17.7556,ES,AF,EU
SPD,Saidpur Airport,25.7592,88.9089,BD,AS,OTHER
SPI,Abraham Lincoln Capital Airport,39.8441,-89.6779,US,NA,OTHER
SPM,Spangdahlem Air Base,49.9765,6.6984,DE,EU,EU
SPN,Saipan International Airport,15.1194,145.7288,MP,OC,OTHER
SPP,Menongue Airport,-14.6576,17.7198,AO,AF,OTHER
SPR,John Greif II Airport,17.9139,-87.9711,BZ,NA,OTHER
SPS,Wichita Falls Municipal Airport / Sheppard Air Force Base,33.9888,-98.4919,US,NA,OTHER
SPU,Split Saint Jerome Airport,43.5389,16.298,HR,EU,EU
SPX,Sphinx International Airport,30.1082,30.8957,EG,AF,OTHER
SPY,San Pedro Airport,4.7467,-6.6608,CI,AF,OTHER
SQD,Shangrao Sanqingshan Airport,28.3797,117.9643,CN,AS,OTHER
SQG,Tebelian Airport,-0.0452,111.458,ID,AS,OTHER
SQJ,Sanming Shaxian Airport,26.4263,117.8336,CN,AS,OTHER
SQL,San Carlos Airport,37.5131,-122.2508,US,NA,OTHER
SQO,Storuman Airport,64.9609,17.6966,SE,EU,EU
SQQ,Šiauliai International Airport,55.8939,23.395,LT,EU,EU
SQW,Skive Airport,56.5502,9.173,DK,EU,EU
SRE,Alcantarí International Airport,-19.2468,-65.1496,BO,SA,OTHER
SRG,Jenderal Ahmad Yani Airport,-6.9707,110.3732,ID,AS,OTHER
SRP,"Stord Airport, Sørstokken",59.7919,5.3408,NO,EU,EU
SRQ,Sarasota Bradenton International Airport,27.3946,-82.5544,US,NA,OTHER
SRT,Soroti Airport,1.7277,33.6228,UG,AF,OTHER
SRX,Sirt International Airport / Ghardabiya Airbase,31.0586,16.5971,LY,AF,OTHER
SRY,Sari Dasht-e Naz International Airport,36.6444,53.1888,IR,AS,OTHER
SRZ,El Trompillo Airport,-17.8116,-63.1715,BO,SA,OTHER
SSA,Deputado Luiz Eduardo Magalhães International Airport,-12.9086,-38.3225,BR,SA,OTHER
SSC,Shaw Air Force Base,33.9727,-80.4706,US,NA,OTHER
SSE,Solapur Airport,17.628,75.9348,IN,AS,OTHER
SSF,Stinson Municipal Airport,29.337,-98.4711,US,NA,OTHER
SSG,Malabo International Airport,3.7553,8.7087,GQ,AF,OTHER
SSH,Sharm El Sheikh International Airport,27.9773,34.3947,EG,AS,OTHER
SSI,St Simons Island Airport,31.1518,-81.3913,US,NA,OTHER
SSJ,"Sandnessjøen Airport, Stokka",65.9568,12.4689,NO,EU,EU
SSN,Seoul Air Base (K-16),37.4447,127.1127,KR,AS,OTHER
SST,Santa Teresita Airport,-36.5423,-56.7218,AR,SA,OTHER
SSY,Mbanza Congo Airport,-6.2699,14.247,AO,AF,OTHER
SSZ,Santos Nero Moura Air Base / Guarujá Airport,-23.9282,-46.3002,BR,SA,OTHER
STA,Stauning Vestjylland  Airport,55.9901,8.3539,DK,EU,EU
STB,Miguel Urdaneta Fernández Airport,8.9746,-71.9433,VE,SA,OTHER
STC,Saint Cloud Regional Airport,45.5466,-94.0599,US,NA,OTHER
STD,Mayor Buenaventura Vivas International Airport,7.5654,-72.0351,VE,SA,OTHER
STG,St George Airport,56.5773,-169.6638,US,NA,OTHER
STI,Cibao International Airport,19.4041,-70.6044,DO,NA,OTHER
STJ,Rosecrans Memorial Airport,39.7719,-94.9097,US,NA,OTHER
STL,St. Louis Lambert International Airport,38.7487,-90.37,US,NA,OTHER
STM,Santarém - Maestro Wilson Fonseca International Airport,-2.4224,-54.7931,BR,SA,OTHER
STN,London Stansted Airport,51.885,0.235,GB,EU,EU
STP,Saint Paul Downtown Holman Field,44.9348,-93.06,US,NA,OTHER
STR,Stuttgart Airport,48.6899,9.222,DE,EU,EU
STS,Charles M. Schulz Sonoma County Airport,38.509,-122.813,US,NA,OTHER
STT,Cyril E. King Airport,18.3371,-64.9773,VI,NA,OTHER
STV,Surat International Airport,21.1155,72.7433,IN,AS,OTHER
STW,Stavropol Shpakovskoye Airport,45.1092,42.1128,RU,EU,OTHER
STX,Henry E. Rohlsen Airport,17.7014,-64.8026,VI,NA,OTHER
STY,Nueva Hesperides International Airport,-31.4385,-57.9853,UY,SA,OTHER
SUB,Juanda International Airport,-7.3798,112.787,ID,AS,OTHER
SUF,Lamezia Terme Sant'Eufemia International Airport,38.9062,16.246,IT,EU,EU
SUG,Surigao Airport,9.7558,125.4809,PH,AS,OTHER
SUI,Vladislav Ardzinba Sukhum International Airport,42.8582,41.1281,GE,AS,OTHER
SUJ,Satu Mare International Airport,47.7033,22.8857,RO,EU,EU
SUL,Sui Airport,28.6451,69.1769,PK,AS,OTHER
SUN,Friedman Memorial Airport,43.5044,-114.296,US,NA,OTHER
SUS,Spirit of St Louis Airport,38.6621,-90.652,US,NA,OTHER
SUU,Travis Air Force Base,38.2627,-121.927,US,NA,OTHER
SUV,Nausori International Airport,-18.0442,178.5615,FJ,OC,OTHER
SUX,Sioux Gateway Airport / Brigadier General Bud Day Field,42.3976,-96.3822,US,NA,OTHER
SVA,Savoonga Airport,63.6864,-170.493,US,NA,OTHER
SVB,Sambava Airport,-14.2786,50.1747,MG,AF,OTHER
SVC,Grant County Airport,32.6367,-108.1547,US,NA,OTHER
SVD,Argyle International Airport,13.1597,-61.1488,VC,NA,OTHER
SVG,"Stavanger Airport, Sola",58.8767,5.6378,NO,EU,EU
SVI,Eduardo Falla Solano Airport,2.1522,-74.7663,CO,SA,OTHER
SVJ,"Svolvær Airport, Helle",68.2433,14.6692,NO,EU,EU
SVL,Savonlinna Airport,61.9431,28.9451,FI,EU,EU
SVN,Hunter Army Air Field,32.01,-81.1457,US,NA,OTHER
SVO,Sheremetyevo International Airport,55.9769,37.4112,RU,EU,OTHER
SVP,Kuito Airport,-12.4046,16.9474,AO,AF,OTHER
SVQ,Seville Airport,37.418,-5.8931,ES,EU,EU
SVW,Sparrevohn LRRS Airport,61.0974,-155.574,US,NA,OTHER
SVX,Koltsovo Airport,56.7431,60.8027,RU,AS,OTHER
SVZ,Juan Vicente Gómez International Airport,7.8408,-72.4399,VE,SA,OTHER
SWA,Jieyang Chaoshan International Airport,23.552,116.5033,CN,AS,OTHER
SWC,Stawell Airport,-37.0717,142.741,AU,OC,OTHER
SWD,Seward Airport,60.1305,-149.4186,US,NA,OTHER
SWF,New York Stewart International Airport,41.5042,-74.1089,US,NA,OTHER
SWH,Swan Hill Airport,-35.3758,143.533,AU,OC,OTHER
SWO,Stillwater Regional Airport,36.1621,-97.0856,US,NA,OTHER
SWS,Swansea Airport,51.6014,-4.071,GB,EU,EU
SWT,Strezhevoy Airport,60.7094,77.66,RU,AS,OTHER
SWU,Suwon Airport,37.2394,127.007,KR,AS,OTHER
SWV,Severo-Evensk Airport,61.9218,159.2291,RU,AS,OTHER
SXB,Strasbourg Airport,48.5383,7.6282,FR,EU,EU
SXE,West Sale Airport,-38.0908,146.9653,AU,OC,OTHER
SXI,Siri Airport,25.9089,54.5394,IR,AS,OTHER
SXJ,Shanshan Airport,42.9117,90.2475,CN,AS,OTHER
SXL,Sligo Airport,54.2802,-8.5992,IE,EU,EU
SXM,Princess Juliana International Airport,18.041,-63.1089,SX,NA,OTHER
SXN,Sua Pan Airport,-20.5534,26.1158,BW,AF,OTHER
SXQ,Soldotna Airport,60.4749,-151.0385,US,NA,OTHER
SXR,Sheikh ul Alam International Airport,33.9871,74.7742,IN,AS,OTHER
SXV,Salem Airport,11.7833,78.0656,IN,AS,OTHER
SXZ,Siirt Airport,37.9789,41.8404,TR,AS,OTHER
SYA,Eareckson Air Station,52.7123,174.114,US,NA,OTHER
SYD,Sydney Kingsford Smith International Airport,-33.9461,151.177,AU,OC,OTHER
SYJ,Sirjan Airport,29.5509,55.6727,IR,AS,OTHER
SYO,Shonai Airport,38.8122,139.787,JP,AS,OTHER
SYP,Ruben Cantu Airport,8.0856,-80.9453,PA,NA,OTHER
SYQ,Tobías Bolaños International Airport,9.9571,-84.1398,CR,NA,OTHER
SYR,Syracuse Hancock International Airport,43.1112,-76.1063,US,NA,OTHER
SYS,Saskylakh Airport,71.9279,114.08,RU,EU,OTHER
SYT,Saint-Yan Airport,46.414,4.0142,FR,EU,EU
SYW,Sehwan Sharif Airport,26.4731,67.7172,PK,AS,OTHER
SYX,Sanya Phoenix International Airport,18.3029,109.412,CN,AS,OTHER
SYY,Stornoway Airport,58.2156,-6.3311,GB,EU,EU
SYZ,Shiraz Shahid Dastghaib International Airport,29.5392,52.5898,IR,AS,OTHER
SZA,Soyo Airport,-6.1411,12.3718,AO,AF,OTHER
SZB,Sultan Abdul Aziz Shah International Airport,3.1306,101.549,MY,AS,OTHER
SZF,Samsun-Çarşamba Airport,41.254,36.5675,TR,AS,OTHER
SZG,Salzburg Airport,47.7933,13.0043,AT,EU,EU
SZH,Shuozhou Zirun Airport,39.2732,112.6916,CN,AS,OTHER
SZJ,Siguanea Airport,21.6425,-82.9551,CU,NA,OTHER
SZK,Skukuza Airport,-24.9609,31.5886,ZA,AF,OTHER
SZL,Whiteman Air Force Base,38.7303,-93.5479,US,NA,OTHER
SZV,Suzhou Guangfu Airport,31.2631,120.401,CN,AS,OTHER
SZX,Shenzhen Bao'an International Airport,22.6395,113.8033,CN,AS,OTHER
SZY,Olsztyn-Mazury Airport,53.4819,20.9377,PL,EU,EU
SZZ,Solidarity Szczecin–Goleniów Airport,53.5847,14.9022,PL,EU,EU
TAB,A.N.R. Robinson International Airport,11.1496,-60.8313,TT,NA,OTHER
TAC,Daniel Z. Romualdez Airport,11.2278,125.0278,PH,AS,OTHER
TAE,Daegu International Airport,35.8944,128.657,KR,AS,OTHER
TAF,Oran Tafraoui Airport,35.5424,-0.5323,DZ,AF,OTHER
TAG,Bohol-Panglao International Airport,9.573,123.7701,PH,AS,OTHER
TAH,Whitegrass Airport,-19.4551,169.224,VU,OC,OTHER
TAI,Taiz International Airport,13.686,44.1391,YE,AS,OTHER
TAK,Takamatsu Airport,34.215,134.0155,JP,AS,OTHER
TAM,General Francisco Javier Mina International Airport,22.2926,-97.8671,MX,NA,OTHER
TAO,Qingdao Jiaodong International Airport,36.362,120.0882,CN,AS,OTHER
TAP,Tapachula International Airport,14.7945,-92.3699,MX,NA,OTHER
TAR,Taranto-Grottaglie Marcello Arlotta Airport,40.5175,17.4032,IT,EU,EU
TAS,Tashkent International Airport,41.2579,69.2812,UZ,AS,OTHER
TAT,Poprad-Tatry Airport,49.071,20.2414,SK,EU,EU
TAY,Tartu Airport,58.3074,26.6865,EE,EU,EU
TAZ,Dashoguz International Airport,41.7599,59.8361,TM,AS,OTHER
TBB,Dong Tac Airport,13.0496,109.334,VN,AS,OTHER
TBF,Tabiteuea North Airport,-1.2245,174.776,KI,OC,OTHER
TBH,Tugdan Airport,12.311,122.085,PH,AS,OTHER
TBI,New Bight Airport,24.3153,-75.4523,BS,NA,OTHER
TBJ,Tabarka-Aïn Draham International Airport,36.98,8.8769,TN,AF,OTHER
TBN,Waynesville-St. Robert Regional Airport-Forney Field,37.7416,-92.1407,US,NA,OTHER
TBP,Captain Pedro Canga Rodríguez International Airport,-3.5521,-80.3811,PE,SA,OTHER
TBS,Tbilisi International Airport,41.6692,44.9547,GE,AS,OTHER
TBT,Tabatinga International Airport,-4.2557,-69.9358,BR,SA,OTHER
TBU,Fua'amotu International Airport,-21.2414,-175.1492,TO,OC,OTHER
TBW,Donskoye Airport,52.8061,41.4828,RU,EU,OTHER
TBZ,Tabriz International Airport,38.1339,46.235,IR,AS,OTHER
TCA,Tennant Creek Airport,-19.6344,134.183,AU,OC,OTHER
TCB,Treasure Cay Airport,26.7453,-77.3913,BS,NA,OTHER
TCC,Tucumcari Municipal Airport,35.1828,-103.603,US,NA,OTHER
TCE,Tulcea Danube Delta Airport,45.0625,28.7143,RO,EU,EU
TCL,Tuscaloosa National Airport,33.2206,-87.6114,US,NA,OTHER
TCM,McChord Air Force Base,47.1377,-122.476,US,NA,OTHER
TCO,La Florida Airport,1.8144,-78.7492,CO,SA,OTHER
TCP,Taba International Airport,29.5945,34.7758,EG,AS,OTHER
TCQ,Coronel FAP Carlos Ciriani Santa Rosa International Airport,-18.0533,-70.2758,PE,SA,OTHER
TCS,Truth or Consequences Municipal Airport,33.2369,-107.272,US,NA,OTHER
TCX,Tabas Airport,33.6678,56.8927,IR,AS,OTHER
TCZ,Tengchong Tuofeng Airport,24.9381,98.4858,CN,AS,OTHER
TDD,Teniente Av. Jorge Henrich Arauz Airport,-14.8187,-64.918,BO,SA,OTHER
TDG,Tandag Airport,9.072,126.1713,PH,AS,OTHER
TDK,Taldykorgan Airport,45.1225,78.4428,KZ,AS,OTHER
TDL,Héroes de Malvinas Airport,-37.2346,-59.2286,AR,SA,OTHER
TDX,Trat Airport,12.2746,102.319,TH,AS,OTHER
TEA,Tela Airport,15.7759,-87.4758,HN,NA,OTHER
TEB,Teterboro Airport,40.8501,-74.0608,US,NA,OTHER
TEC,Telêmaco Borba Airport,-24.3178,-50.6516,BR,SA,OTHER
TED,Thisted Airport,57.0688,8.7052,DK,EU,EU
TEE,Cheikh Larbi Tébessi Airport,35.4316,8.1207,DZ,AF,OTHER
TEF,Telfer Airport,-21.715,122.229,AU,OC,OTHER
TEM,Temora Airport,-34.4214,147.512,AU,OC,OTHER
TEN,Tongren Fenghuang Airport,27.8833,109.3089,CN,AS,OTHER
TEQ,Tekirdağ Çorlu Airport,41.1382,27.9191,TR,EU,OTHER
TER,Lajes Airport,38.7618,-27.0908,PT,EU,EU
TET,Tete Airport,-16.1048,33.6402,MZ,AF,OTHER
TEU,Manapouri Airport,-45.5331,167.65,NZ,OC,OTHER
TEV,Teruel Airport,40.4103,-1.2174,ES,EU,EU
TEX,Telluride Regional Airport,37.9538,-107.908,US,NA,OTHER
TEZ,Tezpur Airport,26.7091,92.7847,IN,AS,OTHER
TFF,Tefé Airport,-3.3829,-64.7241,BR,SA,OTHER
TFN,Tenerife Norte-Ciudad de La Laguna Airport,28.4828,-16.3417,ES,AF,EU
TFS,Tenerife Sur Airport,28.0445,-16.5725,ES,AF,EU
TFU,Chengdu Tianfu International Airport,30.3125,104.4413,CN,AS,OTHER
TGA,Tengah Air Base,1.3876,103.7083,SG,AS,OTHER
TGD,Podgorica Airport / Podgorica Golubovci Airbase,42.3594,19.2519,ME,EU,OTHER
TGG,Sultan Mahmud Airport,5.3826,103.103,MY,AS,OTHER
TGJ,Tiga Airport,-21.0964,167.8038,NC,OC,EU
TGK,Taganrog Yuzhny Airport,47.1983,38.8492,RU,EU,OTHER
TGM,Târgu Mureş Transilvania International Airport,46.4677,24.4125,RO,EU,EU
TGN,Latrobe Valley Airport,-38.211,146.4708,AU,OC,OTHER
TGO,Tongliao Airport,43.5567,122.2,CN,AS,OTHER
TGP,Podkamennaya Tunguska Airport,61.5897,89.994,RU,EU,OTHER
TGR,Touggourt Sidi Madhi Airport,33.0678,6.0887,DZ,AF,OTHER
TGT,Tanga Airport,-5.0924,39.0712,TZ,AF,OTHER
TGU,Toncontín Airport,14.0609,-87.2172,HN,NA,OTHER
TGZ,Angel Albino Corzo International Airport,16.5616,-93.0257,MX,NA,OTHER
THE,Senador Petrônio Portela Airport,-5.0602,-42.8237,BR,SA,OTHER
THG,Thangool Airport,-24.4949,150.578,AU,OC,OTHER
THL,Tachileik Airport,20.4838,99.9354,MM,AS,OTHER
THN,Trollhättan-Vänersborg Airport,58.3181,12.345,SE,EU,EU
THQ,Tianshui Maijishan Airport,34.5601,105.8603,CN,AS,OTHER
THR,Mehrabad International Airport,35.6892,51.3144,IR,AS,OTHER
