iata,name,lat,lon,country,continent,region
GJA,La Laguna Airport,16.4454,-85.9066,HN,NA,OTHER
GJL,Jijel Ferhat Abbas Airport,36.7941,5.8737,DZ,AF,OTHER
GJM,Guajará-Mirim Airport,-10.7864,-65.2849,BR,SA,OTHER
GJT,Grand Junction Regional Airport,39.1267,-108.5294,US,NA,OTHER
GKA,Goroka Airport,-6.0817,145.392,PG,OC,OTHER
GKE,Geilenkirchen Air Base,50.9608,6.0424,DE,EU,EU
GKN,Gulkana Airport,62.1559,-145.4547,US,NA,OTHER
GLA,Glasgow Airport,55.8719,-4.4331,GB,EU,EU
GLD,Goodland Municipal Airport,39.3707,-101.6998,US,NA,OTHER
GLF,Golfito Airport,8.654,-83.1822,CR,NA,OTHER
GLH,Mid Delta Regional Airport,33.4829,-90.9856,US,NA,OTHER
GLI,Glen Innes Airport,-29.676,151.6912,AU,OC,OTHER
GLO,Gloucestershire Airport,51.8942,-2.1672,GB,EU,EU
GLS,Scholes International At Galveston Airport,29.2653,-94.8604,US,NA,OTHER
GLT,Gladstone Airport,-23.8698,151.2254,AU,OC,OTHER
GLU,Gelephu Airport,26.8846,90.4641,BT,AS,OTHER
GLZ,Gilze Rijen Air Base,51.5674,4.9318,NL,EU,EU
GMA,Gemena Airport,3.2354,19.7713,CD,AF,OTHER
GMB,Gambela Airport,8.1288,34.5631,ET,AF,OTHER
GME,Gomel Airport,52.527,31.0167,BY,EU,OTHER
GMO,Gombe Lawanti International Airport,10.2989,10.9,NG,AF,OTHER
GMP,Gimpo International Airport,37.5583,126.791,KR,AS,OTHER
GMQ,Golog Maqên Airport,34.4181,100.3011,CN,AS,OTHER
GMR,Totegegie Airport,-23.0799,-134.89,PF,OC,EU
GMU,Greenville Downtown Airport,34.8479,-82.3502,US,NA,OTHER
GNA,Hrodna Airport,53.602,24.0538,BY,EU,OTHER
GNB,Grenoble Alpes Isère Airport,45.3629,5.3294,FR,EU,EU
GND,Maurice Bishop International Airport,12.004,-61.7853,GD,NA,OTHER
GNJ,Ganja International Airport,40.7387,46.3204,AZ,AS,OTHER
GNS,Binaka Airport,1.1663,97.7052,ID,AS,OTHER
GNV,Gainesville Regional Airport,29.6901,-82.2718,US,NA,OTHER
GNY,Şanlıurfa GAP Airport,37.4457,38.8956,TR,AS,OTHER
GOA,Genoa Cristoforo Colombo Airport,44.412,8.8407,IT,EU,EU
GOH,Nuuk International Airport,64.1911,-51.6791,GL,NA,OTHER
GOI,Goa Dabolim International Airport,15.3801,73.8333,IN,AS,OTHER
GOJ,Nizhny Novgorod / Strigino International Airport,56.2274,43.7852,RU,EU,OTHER
GOM,Goma International Airport,-1.6668,29.238,CD,AF,OTHER
GON,Groton New London Airport,41.3301,-72.0451,US,NA,OTHER
GOP,Gorakhpur Airport,26.7397,83.4497,IN,AS,OTHER
GOQ,Golmud Airport,36.4006,94.7861,CN,AS,OTHER
GOT,Göteborg Landvetter Airport,57.6628,12.2798,SE,EU,EU
GOU,Garoua International Airport,9.3348,13.3721,CM,AF,OTHER
GOV,Gove Airport,-12.2694,136.818,AU,OC,OTHER
GOX,Manohar International Airport,15.7443,73.8606,IN,AS,OTHER
GOZ,Gorna Oryahovitsa Airport,43.1514,25.7129,BG,EU,EU
GPA,Patras Araxos Agamemnon Airport,38.1511,21.4256,GR,EU,EU
GPI,Guapi Airport,2.5701,-77.898,CO,SA,OTHER
GPL,Guapiles Airport,10.2172,-83.797,CR,NA,OTHER
GPN,Garden Point Airport,-11.3997,130.4256,AU,OC,OTHER
GPO,General Pico Airport,-35.6962,-63.7583,AR,SA,OTHER
GPS,Seymour Galapagos Ecological Airport,-0.4538,-90.2659,EC,SA,OTHER
GPT,Gulfport Biloxi International Airport,30.4056,-89.0698,US,NA,OTHER
GRB,Austin Straubel International Airport,44.4835,-88.1308,US,NA,OTHER
GRF,Gray Army Air Field,47.0792,-122.581,US,NA,OTHER
GRI,Central Nebraska Regional Airport,40.9675,-98.3096,US,NA,OTHER
GRJ,George Airport,-34.0056,22.3789,ZA,AF,OTHER
GRK,Killeen Regional Airport / Robert Gray Army Airfield,31.0672,-97.8289,US,NA,OTHER
GRO,Girona-Costa Brava Airport,41.9046,2.7618,ES,EU,EU
GRQ,Groningen Airport Eelde,53.1191,6.5777,NL,EU,EU
GRR,Gerald R. Ford International Airport,42.8808,-85.5228,US,NA,OTHER
GRS,Grosseto Corrado Baccarini Air Base / Grosseto Airport,42.7597,11.0719,IT,EU,EU
GRU,São Paulo/Guarulhos–Governor André Franco Montoro International Airport,-23.4313,-46.47,BR,SA,OTHER
GRV,Akhmat Kadyrov Grozny International Airport,43.3881,45.6998,RU,AS,OTHER
GRW,Graciosa Airport,39.0922,-28.0298,PT,EU,EU
GRX,F.G.L. Airport Granada-Jaén Airport,37.1887,-3.7774,ES,EU,EU
GRY,Grímsey Airport,66.5458,-18.0173,IS,EU,EU
GRZ,Graz Airport,46.9911,15.4396,AT,EU,EU
GSB,Seymour Johnson Air Force Base,35.3394,-77.9606,US,NA,OTHER
GSE,Säve Airport,57.7747,11.8704,SE,EU,EU
GSJ,San José Airport,13.9362,-90.8358,GT,NA,OTHER
GSM,Qeshm International Airport,26.7546,55.9024,IR,AS,OTHER
GSO,Piedmont Triad International Airport,36.0994,-79.9373,US,NA,OTHER
GSP,Greenville-Spartanburg International Airport,34.8957,-82.2189,US,NA,OTHER
GST,Gustavus Airport,58.4253,-135.707,US,NA,OTHER
GSV,Gagarin International Airport,51.7128,46.1711,RU,AS,OTHER
GTE,Groote Eylandt Airport,-13.9724,136.4586,AU,OC,OTHER
GTF,Great Falls International Airport,47.482,-111.371,US,NA,OTHER
GTN,Glentanner Airport,-43.9067,170.128,NZ,OC,OTHER
GTR,Golden Triangle Regional Airport,33.4503,-88.5914,US,NA,OTHER
GUA,La Aurora International Airport,14.5829,-90.5275,GT,NA,OTHER
GUC,Gunnison Crested Butte Regional Airport,38.5347,-106.9346,US,NA,OTHER
GUH,Gunnedah Airport,-30.9575,150.249,AU,OC,OTHER
GUI,Guiria Airport,10.5741,-62.3127,VE,SA,OTHER
GUJ,Edu Chaves Field,-22.7916,-45.2048,BR,SA,OTHER
GUL,Goulburn Airport,-34.8103,149.726,AU,OC,OTHER
GUM,Antonio B. Won Pat International Airport,13.485,144.7973,GU,OC,OTHER
GUP,Gallup Municipal Airport,35.5117,-108.7882,US,NA,OTHER
GUQ,Guanare Airport,9.0269,-69.7552,VE,SA,OTHER
GUR,Gurney Airport,-10.3115,150.334,PG,OC,OTHER
GUS,Grissom Air Reserve Base,40.6481,-86.1521,US,NA,OTHER
GUW,Atyrau International Airport,47.1213,51.8203,KZ,AS,OTHER
GUY,Guymon Municipal Airport,36.6851,-101.508,US,NA,OTHER
GVA,Geneva International Airport,46.2381,6.109,CH,EU,OTHER
GVN,Sovetskaya Gavan (Maygatka) Airport,48.9251,140.0353,RU,AS,OTHER
GVR,Coronel Altino Machado Airport,-18.8959,-41.9829,BR,SA,OTHER
GVX,Gävle Sandviken Airport,60.5933,16.9514,SE,EU,EU
GWD,New Gwadar International Airport,25.2967,62.4988,PK,AS,OTHER
GWE,Josiah Tungamirai Air Force Base,-19.4367,29.8619,ZW,AF,OTHER
GWL,Gwalior Airport,26.2933,78.2278,IN,AS,OTHER
GWO,Greenwood–Leflore Airport,33.495,-90.0882,US,NA,OTHER
GWT,Westerland Sylt Airport,54.9132,8.3405,DE,EU,EU
GXF,Seiyun Hadhramaut International Airport,15.9659,48.7881,YE,AS,OTHER
GXG,Negage Airport,-7.7545,15.2877,AO,AF,OTHER
GXH,Gannan Xiahe Airport,34.819,102.6223,CN,AS,OTHER
GXQ,Teniente Vidal Airport,-45.5942,-72.1061,CL,SA,OTHER
GYA,Guayaramerín Airport,-10.8886,-65.381,BO,SA,OTHER
GYD,Heydar Aliyev International Airport,40.4728,50.0509,AZ,AS,OTHER
GYE,José Joaquín de Olmedo International Airport,-2.1574,-79.8836,EC,SA,OTHER
GYG,Magan Airport,62.1035,129.5453,RU,AS,OTHER
GYI,Gisenyi Airport,-1.6772,29.2589,RW,AF,OTHER
GYM,General José María Yáñez International Airport,27.969,-110.925,MX,NA,OTHER
GYN,Santa Genoveva International Airport,-16.632,-49.2207,BR,SA,OTHER
GYS,Guangyuan Panlong Airport,32.3903,105.6946,CN,AS,OTHER
GYU,Guyuan Liupanshan Airport,36.0789,106.2169,CN,AS,OTHER
GYY,Gary/Chicago International Airport,41.6171,-87.4132,US,NA,OTHER
GZP,Gazipaşa-Alanya Airport,36.2988,32.297,TR,AS,OTHER
GZT,Gaziantep Oğuzeli International Airport,36.9472,37.4787,TR,AS,OTHER
GZW,Qazvin Airport,36.2401,50.0471,IR,AS,OTHER
HAC,Hachijojima Airport,33.1148,139.7856,JP,AS,OTHER
HAD,Halmstad Airport,56.6911,12.8202,SE,EU,EU
HAH,Prince Said Ibrahim International Airport,-11.5337,43.2719,KM,AF,OTHER
HAJ,Hannover Airport,52.4611,9.6851,DE,EU,EU
HAK,Haikou Meilan International Airport,19.9349,110.459,CN,AS,OTHER
HAM,Hamburg Helmut Schmidt Airport,53.6304,9.9882,DE,EU,EU
HAN,Noi Bai International Airport,21.2212,105.807,VN,AS,OTHER
HAQ,Hanimaadhoo International Airport,6.7432,73.1671,MV,AS,OTHER
HAS,Hail International Airport,27.4379,41.6863,SA,AS,OTHER
HAU,"Haugesund Airport, Karmøy",59.3453,5.2084,NO,EU,EU
HAV,José Martí International Airport,22.9892,-82.4091,CU,NA,OTHER
HAW,Haverfordwest Airport,51.8331,-4.9611,GB,EU,EU
HBA,Hobart International Airport,-42.837,147.513,AU,OC,OTHER
HBE,Alexandria International Airport,30.9325,29.6964,EG,AF,OTHER
HBG,Hattiesburg Bobby L Chain Municipal Airport,31.2648,-89.2528,US,NA,OTHER
HBR,Hobart Regional Airport,34.9913,-99.0513,US,NA,OTHER
HBX,Hubballi Airport,15.3611,75.0821,IN,AS,OTHER
HCJ,Hechi Jinchengjiang Airport,24.8043,107.7108,CN,AS,OTHER
HCN,Hengchun Airport,22.0411,120.73,TW,AS,OTHER
HCQ,Halls Creek Airport,-18.2339,127.67,AU,OC,OTHER
HCR,Holy Cross Airport,62.1883,-159.775,US,NA,OTHER
HCZ,Chenzhou Beihu Airport,25.7534,112.8454,CN,AS,OTHER
HDF,Heringsdorf Airport,53.8787,14.1523,DE,EU,EU
HDG,Handan Airport,36.5248,114.4241,CN,AS,OTHER
HDM,Hamadan Airport,34.8664,48.5607,IR,AS,OTHER
HDN,Yampa Valley Airport,40.4812,-107.218,US,NA,OTHER
HDS,Eastgate Airport / Air Force Base Hoedspruit,-24.3619,31.0529,ZA,AF,OTHER
HDY,Hat Yai International Airport,6.9332,100.393,TH,AS,OTHER
HEA,Herat - Khwaja Abdullah Ansari International Airport,34.21,62.2283,AF,AS,OTHER
HEH,Heho Airport,20.7471,96.792,MM,AS,OTHER
HEK,Heihe Aihui Airport,50.1716,127.3089,CN,AS,OTHER
HEL,Helsinki Vantaa Airport,60.3184,24.9633,FI,EU,EU
HER,Heraklion International Nikos Kazantzakis Airport,35.3397,25.1803,GR,EU,EU
HET,Hohhot Baita International Airport,40.8497,111.8246,CN,AS,OTHER
HFA,Uri Michaeli Haifa International Airport,32.8102,35.0437,IL,AS,OTHER
HFD,Hartford Brainard Airport,41.7367,-72.6494,US,NA,OTHER
HFE,Hefei Xinqiao International Airport,31.9878,116.9769,CN,AS,OTHER
HFN,Hornafjörður Airport,64.2956,-15.2272,IS,EU,EU
HFT,Hammerfest Airport,70.6797,23.6686,NO,EU,EU
HGA,Egal International Airport,9.5141,44.0835,SO,AF,OTHER
HGH,Hangzhou Xiaoshan International Airport,30.2361,120.4289,CN,AS,OTHER
HGI,Itanagar Donyi Polo Hollongi Airport,26.9668,93.6388,IN,AS,OTHER
HGN,Mae Hong Son Airport,19.3013,97.9758,TH,AS,OTHER
HGO,Korhogo Airport,9.3872,-5.5567,CI,AF,OTHER
HGR,Hagerstown Regional Richard A Henson Field,39.7088,-77.728,US,NA,OTHER
HGU,Mount Hagen Kagamuga Airport,-5.8282,144.2994,PG,OC,OTHER
HHE,JMSDF Hachinohe Air Base / Hachinohe Airport,40.5512,141.4654,JP,AS,OTHER
HHH,Hilton Head Airport,32.2244,-80.6975,US,NA,OTHER
HHN,Frankfurt-Hahn Airport,49.9464,7.2617,DE,EU,EU
HHQ,Hua Hin Airport,12.6362,99.9515,TH,AS,OTHER
HHR,Jack Northrop Field Hawthorne Municipal Airport,33.9228,-118.335,US,NA,OTHER
HIA,Huai'an Lianshui Airport,33.7927,119.1267,CN,AS,OTHER
HIB,Range Regional Airport,47.3848,-92.8369,US,NA,OTHER
HID,Horn Island Airport,-10.5856,142.2928,AU,OC,OTHER
HIF,Hill Air Force Base,41.124,-111.9731,US,NA,OTHER
HII,Lake Havasu City Airport,34.5705,-114.3577,US,NA,OTHER
HIJ,Hiroshima Airport,34.4361,132.919,JP,AS,OTHER
HIM,Hingurakgoda Air Force Base,8.0498,80.9814,LK,AS,OTHER
HIN,Sacheon Airport / Sacheon Air Base,35.0886,128.0717,KR,AS,OTHER
HIO,Portland Hillsboro Airport,45.5404,-122.95,US,NA,OTHER
HIR,Honiara International Airport,-9.428,160.055,SB,OC,OTHER
HJJ,Huaihua Zhijiang Airport,27.4431,109.7047,CN,AS,OTHER
HJR,Khajuraho Airport,24.8172,79.9186,IN,AS,OTHER
HKD,Hakodate Airport,41.77,140.822,JP,AS,OTHER
HKG,Hong Kong International Airport,22.3118,113.9149,HK,AS,OTHER
HKK,Hokitika Airfield,-42.7136,170.985,NZ,OC,OTHER
HKN,Hoskins Airport,-5.4638,150.4073,PG,OC,OTHER
HKT,Phuket International Airport,8.1133,98.3174,TH,AS,OTHER
HKY,Hickory Regional Airport,35.7411,-81.3895,US,NA,OTHER
HLA,Lanseria International Airport,-25.939,27.9266,ZA,AF,OTHER
HLD,Hulunbuir Hailar Airport,49.2086,119.8223,CN,AS,OTHER
HLE,Saint Helena International Airport,-15.9589,-5.6461,SH,AF,OTHER
HLG,Wheeling Ohio County Airport,40.175,-80.6463,US,NA,OTHER
HLN,Helena Regional Airport,46.6068,-111.983,US,NA,OTHER
HLP,Halim Perdanakusuma International Airport,-6.267,106.8903,ID,AS,OTHER
HLT,Hamilton Airport,-37.6489,142.065,AU,OC,OTHER
HLZ,Hamilton International Airport,-37.867,175.332,NZ,OC,OTHER
HMA,Khanty Mansiysk Airport,61.0285,69.0861,RU,AS,OTHER
HMB,Sohag International Airport,26.3425,31.743,EG,AF,OTHER
HME,Hassi Messaoud-Oued Irara Krim Belkacem Airport,31.673,6.1404,DZ,AF,OTHER
HMI,Hami Airport,42.8414,93.6692,CN,AS,OTHER
HMJ,Khmelnytskyi Airport,49.3597,26.9334,UA,EU,OTHER
HMN,Holloman Air Force Base,32.8525,-106.107,US,NA,OTHER
HMO,General Ignacio L. Pesqueira International Airport,29.0928,-111.053,MX,NA,OTHER
HNA,Iwate Hanamaki Airport,39.4286,141.135,JP,AS,OTHER
HND,Tokyo Haneda International Airport,35.5497,139.787,JP,AS,OTHER
HNG,Hainanzhou Gonghe Airport,36.3367,100.48,CN,AS,OTHER
HNL,Daniel K. Inouye International Airport,21.3184,-157.9257,US,OC,OTHER
HNM,Hana Airport,20.7956,-156.014,US,OC,OTHER
HNS,Haines Airport,59.2439,-135.5239,US,NA,OTHER
HOB,Lea County Regional Airport,32.6875,-103.217,US,NA,OTHER
HOF,Al-Ahsa International Airport,25.2853,49.4852,SA,AS,OTHER
HOG,Frank Pais International Airport,20.7851,-76.3155,CU,NA,OTHER
HOI,Hao Airport,-18.0748,-140.946,PF,OC,EU
HOM,Homer Airport,59.6445,-151.4792,US,NA,OTHER
HON,Huron Regional Airport,44.3852,-98.2285,US,NA,OTHER
HOP,Campbell Army Airfield (Fort Campbell),36.6742,-87.4897,US,NA,OTHER
HOQ,Hof-Plauen Airport,50.2885,11.8529,DE,EU,EU
HOR,Horta Airport,38.5199,-28.7159,PT,EU,EU
HOT,Memorial Field Airport,34.4788,-93.0963,US,NA,OTHER
HOU,William P. Hobby Airport,29.6453,-95.2768,US,NA,OTHER
HOV,"Ørsta-Volda Airport, Hovden",62.18,6.0741,NO,EU,EU
HPA,Lifuka Island Airport,-19.777,-174.341,TO,OC,OTHER
HPG,Shennongjia Hongping Airport,31.626,110.34,CN,AS,OTHER
HPH,Cat Bi International Airport,20.8174,106.7243,VN,AS,OTHER
HPN,Westchester County Airport,41.067,-73.7076,US,NA,OTHER
HQL,Tashikuergan Hongqilafu Airport,37.6613,75.2889,CN,AS,OTHER
HQM,Bowerman Airport,46.9712,-123.937,US,NA,OTHER
HRB,Harbin Taiping International Airport,45.6234,126.25,CN,AS,OTHER
HRE,Robert Gabriel Mugabe International Airport,-17.9318,31.0928,ZW,AF,OTHER
HRG,Hurghada International Airport,27.1768,33.7967,EG,AF,OTHER
HRI,Mattala Rajapaksa International Airport,6.2839,81.1242,LK,AS,OTHER
HRK,Kharkiv International Airport,49.9269,36.2908,UA,EU,OTHER
HRL,Valley International Airport,26.2285,-97.6544,US,NA,OTHER
HRM,Hassi R'Mel Airport,32.9304,3.3115,DZ,AF,OTHER
HRO,Boone County Airport,36.2615,-93.1547,US,NA,OTHER
HRS,Harrismith Airport,-28.2351,29.1062,ZA,AF,OTHER
HSA,Hazrat Sultan International Airport,43.3111,68.5504,KZ,AS,OTHER
HSC,Shaoguan Danxia Airport,24.9786,113.421,CN,AS,OTHER
HSG,Kyushu Saga International Airport,33.1497,130.302,JP,AS,OTHER
HSL,Huslia Airport,65.6979,-156.351,US,NA,OTHER
HSM,Horsham Airport,-36.6697,142.173,AU,OC,OTHER
HSN,Zhoushan Putuoshan International Airport,29.9339,122.3623,CN,AS,OTHER
HSR,Rajkot International Airport,22.3788,71.0394,IN,AS,OTHER
HSS,Maharaja Agrasen International Airport,29.1861,75.7414,IN,AS,OTHER
HST,Homestead Air Reserve Base,25.4886,-80.3836,US,NA,OTHER
HSV,Huntsville International Airport,34.6362,-86.7744,US,NA,OTHER
HSZ,Hsinchu Air Base,24.818,120.939,TW,AS,OTHER
HTA,Chita-Kadala International Airport,52.0248,113.3058,RU,AS,OTHER
HTG,Khatanga Airport,71.9781,102.491,RU,AS,OTHER
HTI,Hamilton Island Airport,-20.3581,148.952,AU,OC,OTHER
HTN,Hotan Airport,37.0385,79.8649,CN,AS,OTHER
HTS,Tri-State Airport / Milton J. Ferguson Field,38.3667,-82.558,US,NA,OTHER
HTT,Huatugou Airport,38.2016,90.8378,CN,AS,OTHER
HTU,Hopetoun Airport,-35.7153,142.36,AU,OC,OTHER
HTV,Huntsville Regional Airport,30.7469,-95.5872,US,NA,OTHER
HTY,Hatay Airport,36.3608,36.2856,TR,AS,OTHER
HUA,Redstone Army Air Field,34.6787,-86.6848,US,NA,OTHER
HUF,"Terre Haute Regional Airport, Hulman Field",39.4515,-87.3076,US,NA,OTHER
HUH,Huahine-Fare Airport,-16.6871,-151.0216,PF,OC,EU
HUI,Phu Bai International Airport,16.4006,107.7031,VN,AS,OTHER
HUL,Houlton International Airport,46.1231,-67.7921,US,NA,OTHER
HUN,Hualien Chiashan Airport,24.0232,121.618,TW,AS,OTHER
HUO,Holingol Huolinhe Airport,45.4872,119.4072,CN,AS,OTHER
HUT,Hutchinson Municipal Airport,38.0655,-97.8606,US,NA,OTHER
HUU,Alferez Fap David Figueroa Fernandini Airport,-9.8788,-76.2048,PE,SA,OTHER
HUX,Bahías de Huatulco International Airport,15.7754,-96.2605,MX,NA,OTHER
HUY,Humberside Airport,53.5762,-0.3495,GB,EU,EU
HUZ,Huizhou Pingtan Airport,23.05,114.6,CN,AS,OTHER
HVA,Analalava Airport,-14.6295,47.7636,MG,AF,OTHER
HVB,Hervey Bay Airport,-25.3201,152.8807,AU,OC,OTHER
HVD,Khovd Airport,47.9541,91.6282,MN,AS,OTHER
HVG,"Honningsvåg Airport, Valan",71.0097,25.9836,NO,EU,EU
HVN,Tweed New Haven Airport,41.2629,-72.8877,US,NA,OTHER
HVR,Havre City County Airport,48.5414,-109.7629,US,NA,OTHER
HWN,Hwange National Park Airport,-18.6299,27.021,ZW,AF,OTHER
HWO,North Perry Airport,26.0012,-80.2407,US,NA,OTHER
HWR,Halwara International Airport,30.7485,75.6298,IN,AS,OTHER
HXD,Haixi Delingha Airport,37.1253,97.2687,CN,AS,OTHER
HXX,Hay Airport,-34.5314,144.83,AU,OC,OTHER
HYA,Cape Cod Gateway Airport,41.6693,-70.2804,US,NA,OTHER
HYD,Rajiv Gandhi International Airport,17.2313,78.4299,IN,AS,OTHER
HYN,Taizhou Luqiao Airport,28.5622,121.429,CN,AS,OTHER
HYR,Sawyer County Airport,46.0252,-91.4443,US,NA,OTHER
HYS,Hays Regional Airport,38.8445,-99.2731,US,NA,OTHER
HZA,Heze Mudan Airport,35.213,115.7367,CN,AS,OTHER
HZB,Merville-Calonne Airport,50.6184,2.6422,FR,EU,EU
HZG,Hanzhong Chenggu Airport,33.1335,107.2038,CN,AS,OTHER
HZH,Liping Airport,26.3222,109.1499,CN,AS,OTHER
HZK,Húsavík Airport,65.9523,-17.426,IS,EU,EU
HZU,Chengdu Huaizhou Airport,30.6773,104.5294,CN,AS,OTHER
IAA,Igarka Airport,67.4372,86.6219,RU,AS,OTHER
IAB,McConnell Air Force Base,37.6219,-97.2682,US,NA,OTHER
IAD,Washington Dulles International Airport,38.9445,-77.4558,US,NA,OTHER
IAG,Niagara Falls International Airport,43.1073,-78.9462,US,NA,OTHER
IAH,George Bush Intercontinental Airport,29.9844,-95.3414,US,NA,OTHER
IAM,Zarzaitine - In Aménas Airport,28.0515,9.6429,DZ,AF,OTHER
IAN,Bob Baker Memorial Airport,66.9761,-160.439,US,NA,OTHER
IAR,Golden Ring Yaroslavl International Airport,57.5607,40.1574,RU,EU,OTHER
IAS,Iaşi International Airport,47.1796,27.6214,RO,EU,EU
IBA,Ibadan Airport,7.3625,3.9783,NG,AF,OTHER
IBE,Perales Airport,4.4216,-75.1333,CO,SA,OTHER
IBL,Indigo Bay Lodge Airport,-21.708,35.4528,MZ,AF,OTHER
IBP,Iberia Airport,-11.4116,-69.4887,PE,SA,OTHER
IBR,Ibaraki Airport,36.1815,140.4144,JP,AS,OTHER
IBZ,Ibiza Airport,38.8729,1.3731,ES,EU,EU
ICN,Incheon International Airport,37.4691,126.451,KR,AS,OTHER
ICT,Wichita Dwight D. Eisenhower National Airport,37.6503,-97.4286,US,NA,OTHER
IDA,Idaho Falls Regional Airport,43.5146,-112.071,US,NA,OTHER
IDR,Devi Ahilya Bai Holkar International Airport,22.7214,75.8005,IN,AS,OTHER
IEG,Zielona Góra-Babimost Airport,52.1385,15.7986,PL,EU,EU
IEJ,Iejima Airport,26.7225,127.7868,JP,AS,OTHER
IEV,Ihor Sikorsky Kyiv International Airport (Zhuliany),50.4019,30.4519,UA,EU,OTHER
IFJ,Ísafjörður Airport,66.0581,-23.1353,IS,EU,EU
IFN,Isfahan Shahid Beheshti International Airport,32.7551,51.8839,IR,AS,OTHER
IFO,Ivano-Frankivsk International Airport,48.8842,24.6861,UA,EU,OTHER
IFP,Laughlin Bullhead International Airport,35.1547,-114.5593,US,NA,OTHER
IGA,Inagua Airport,20.975,-73.6669,BS,NA,OTHER
IGD,Iğdır Airport,39.9766,43.8766,TR,AS,OTHER
IGL,Çiğli Airbase,38.513,27.0101,TR,AS,OTHER
IGM,Kingman Airport,35.2595,-113.938,US,NA,OTHER
IGR,Cataratas Del Iguazú International Airport,-25.7373,-54.4734,AR,SA,OTHER
IGS,Ingolstadt Manching Airport,48.7157,11.534,DE,EU,EU
IGT,Magas Airport,43.3233,45.0126,RU,AS,OTHER
IGU,Cataratas International Airport,-25.5942,-54.4894,BR,SA,OTHER
IHR,Iranshahr Airport,27.2361,60.72,IR,AS,OTHER
IIL,Ilam Airport,33.5866,46.4048,IR,AS,OTHER
IJK,Izhevsk Airport,56.8345,53.4622,RU,AS,OTHER
IKA,Imam Khomeini International Airport,35.4161,51.1522,IR,AS,OTHER
IKG,Karakol International Airport,42.5081,78.4078,KG,AS,OTHER
IKI,Iki Airport,33.749,129.785,JP,AS,OTHER
IKK,Greater Kankakee Airport,41.0714,-87.8463,US,NA,OTHER
IKS,Tiksi Airport,71.6977,128.903,RU,AS,OTHER
IKT,Irkutsk International Airport,52.2667,104.3956,RU,AS,OTHER
IKU,Issyk-Kul International Airport,42.5856,76.7012,KG,AS,OTHER
ILD,Lleida-Alguaire Airport,41.7282,0.535,ES,EU,EU
ILG,Wilmington Airport,39.6787,-75.6065,US,NA,OTHER
ILI,Iliamna Airport,59.7544,-154.911,US,NA,OTHER
ILM,Wilmington International Airport,34.2723,-77.9051,US,NA,OTHER
ILN,Wilmington Airpark,39.4279,-83.7921,US,NA,OTHER
ILO,Iloilo International Airport,10.833,122.4934,PH,AS,OTHER
ILP,Île des Pins Airport,-22.5889,167.456,NC,OC,EU
ILQ,General Jorge Fernandez Maldon Airport,-17.695,-71.344,PE,SA,OTHER
ILR,General Tunde Idiagbon International Airport,8.4402,4.4939,NG,AF,OTHER
ILS,Ilopango International Airport,13.6995,-89.1199,SV,NA,OTHER
ILY,Islay Airport,55.6827,-6.2575,GB,EU,EU
ILZ,Žilina-Dolný Hričov Airport,49.2333,18.6134,SK,EU,EU
IMF,Bir Tikendrajit International Airport,24.76,93.8967,IN,AS,OTHER
IMP,Prefeito Renato Moreira Airport,-5.5313,-47.46,BR,SA,OTHER
IMQ,Maku National Airport,39.1913,44.9285,IR,AS,OTHER
IMT,Ford Airport,45.8191,-88.1146,US,NA,OTHER
INA,Inta Airport,66.0534,60.1058,RU,EU,OTHER
INC,Yinchuan Hedong International Airport,38.3228,106.3932,CN,AS,OTHER
IND,Indianapolis International Airport,39.7173,-86.2944,US,NA,OTHER
INH,Inhambane Airport,-23.8764,35.4085,MZ,AF,OTHER
INI,Niš Constantine the Great Airport,43.3365,21.8562,RS,EU,OTHER
INK,Winkler County Airport,31.7796,-103.201,US,NA,OTHER
INL,Falls International Airport,48.5662,-93.4031,US,NA,OTHER
INN,Innsbruck Airport,47.2602,11.344,AT,EU,EU
INT,Smith Reynolds Airport,36.1337,-80.222,US,NA,OTHER
INU,Nauru International Airport,-0.5479,166.9195,NR,OC,OTHER
INV,Inverness Airport,57.5425,-4.0475,GB,EU,EU
INW,Winslow Lindbergh Regional Airport,35.0219,-110.723,US,NA,OTHER
INZ,In Salah Airport,27.251,2.512,DZ,AF,OTHER
IOA,Ioannina King Pyrrhus National Airport,39.6964,20.8225,GR,EU,EU
IOM,Isle of Man Airport,54.0831,-4.6239,IM,EU,OTHER
IOS,Bahia - Jorge Amado Airport,-14.8159,-39.0335,BR,SA,OTHER
IPC,Mataveri International Airport,-27.1654,-109.421,CL,SA,OTHER
IPH,Sultan Azlan Shah Airport,4.5673,101.0916,MY,AS,OTHER
IPI,San Luis Airport,0.8619,-77.6718,CO,SA,OTHER
IPL,Imperial County Airport,32.8354,-115.574,US,NA,OTHER
IPN,Usiminas Airport,-19.4707,-42.4876,BR,SA,OTHER
IPT,Williamsport Regional Airport,41.2421,-76.9224,US,NA,OTHER
IQA,Al Asad Air Base,33.7856,42.4412,IQ,AS,OTHER
IQM,Qiemo Yudu Airport,38.2345,85.4655,CN,AS,OTHER
IQN,Qingyang Xifeng Airport,35.8026,107.5989,CN,AS,OTHER
IQQ,Diego Aracena International Airport,-20.5363,-70.1814,CL,SA,OTHER
IQT,Coronel FAP Francisco Secada Vignetta International Airport,-3.7847,-73.3088,PE,SA,OTHER
IRD,Ishurdi Airport,24.1525,89.0494,BD,AS,OTHER
IRG,Lockhart River Airport,-12.7869,143.305,AU,OC,OTHER
